Begin,END,xmin,ymin,xmax,ymax,Xdiff,Ydiff,EPslewrmax,Epslewfmax,Epslewrmin,Epslewfmin,Epcapfmax,Epcapfmin,Epcaprmax,Epcaprmin,Spslewfmax,Spslewfmin,Spslewrmin,Spslewrmax,arrival max,arrival min,skew,GBA,PBA
m_mFW_reg_9__132_/QN,m_mZ_reg_15__81_/D,388.008,1067.76,769.896,626.04,381.888,-441.72,34.2,35.9,9.8,9.8,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,37.619,13.1,1535.318,1466.219
m_mFW_reg_0__270_/QN,m_mZ_reg_12__15_/D,395.568,324.72,838.584,797.76,443.016,473.04,24.4,26,9.6,9.9,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,12.119,43.2,1527.419,1443.219
m_mFW_reg_6__854_/QN,m_mZ_reg_3__60_/D,52.992,1034.28,822.168,683.28,769.176,-351,35.5,32.1,10,9.8,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,33.419,30.6,1560.6,1463.219
m_mFW_reg_5__180_/QN,m_mZ_reg_5__37_/D,120.816,353.88,836.424,691.92,715.608,338.04,29,31.2,9.7,10.1,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,18.719,30.8,1525.919,1440.619
m_mFW_reg_3__680_/QN,m_mZ_reg_9__37_/D,153.216,644.4,829.728,731.88,676.512,87.48,27.9,29.2,10.6,11,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,17.319,34.5,1502.419,1461.419
m_mFW_reg_6__854_/QN,m_mZ_reg_9__59_/D,52.992,1034.28,820.656,740.52,767.664,-293.76,36.7,32.5,9.4,9.3,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,18.019,46,1512.819,1446.919
m_mFW_reg_13__351_/QN,m_mZ_reg_13__103_/D,483.696,1132.56,837.072,769.68,353.376,-362.88,36.6,39.5,11.3,11.6,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,15.119,50.7,1549.2,1444.219
m_mFW_reg_16__165_/QN,m_mZ_reg_13__125_/D,47.808,1109.88,828.648,781.56,780.84,-328.32,33.7,36.9,9.1,9.5,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,11.519,46.7,1538.919,1431.519
m_mFW_reg_16__143_/QN,m_mZ_reg_13__126_/D,75.672,1134.72,838.584,778.32,762.912,-356.4,35.1,38.2,10.1,10.5,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,14.119,45.2,1524.918,1435.619
m_mFW_reg_10__270_/QN,m_mZ_reg_10__81_/D,418.248,771.84,836.856,713.52,418.608,-58.32,30,32.1,11.4,11.9,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,17.819,14.2,1532,1447.219
m_mFW_reg_13__351_/QN,m_mZ_reg_1__103_/D,483.696,1132.56,808.344,628.2,324.648,-504.36,33.2,36.1,10.3,10.9,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,41.219,24.6,1531.719,1478.919
m_mFW_reg_2__327_/QN,m_mZ_reg_8__16_/D,521.496,304.2,837.936,801,316.44,496.8,24.1,25.7,9.8,10,0.429,0.381,0.429,0.383,39.9,37.9,43.2,46,52.219,12.419,39.8,1520.2,1427.119
m_mFW_reg_4__330_/QN,m_mZ_reg_13__37_/D,302.472,306.36,831.024,780.48,528.552,474.12,34.7,37.8,9.5,9.9,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,11.519,37.6,1532.119,1433.219
m_mFW_reg_3__680_/QN,m_mZ_reg_12__38_/D,153.216,644.4,846.144,795.6,692.928,151.2,27.1,28.2,11.1,11.4,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,13.419,38.4,1556.6,1445.919
m_mFW_reg_16__165_/QN,m_mZ_reg_16__124_/D,47.808,1109.88,752.616,640.08,704.808,-469.8,32.2,35.2,11.7,12,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,42.619,15.6,1507.419,1471.019
m_mFW_reg_1__132_/QN,m_mZ_reg_10__16_/D,417.384,660.6,843.336,722.16,425.952,61.56,27.6,29,10.3,10.7,0.429,0.381,0.429,0.383,26.3,24.2,26.2,28.7,47.419,15.919,31.5,1528.519,1443.919
m_mFW_reg_8__380_/QN,m_mZ_reg_2__58_/D,287.136,792.36,799.488,640.08,512.352,-152.28,37.8,33.9,11.1,10.7,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,39.319,21.2,1509.019,1474.519
m_mFW_reg_8__380_/QN,m_mZ_reg_17__57_/D,287.136,792.36,737.496,642.24,450.36,-150.12,40.9,37.3,12.1,11.7,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,44.219,16.3,1523.718,1478.919
m_mFW_reg_9__132_/QN,m_mZ_reg_9__82_/D,388.008,1067.76,843.336,732.96,455.328,-334.8,28.9,30.1,11.2,11.6,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,15.919,34.8,1560,1437.419
count_val_reg_6_/QN,m_mZ_reg_10__121_/D,740.952,573.12,790.416,728.64,49.464,155.52,27,29.4,11,10.7,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,24.019,28.9,1543.5,1511.219
m_mFW_reg_0__270_/QN,m_mZ_reg_6__16_/D,395.568,324.72,838.584,805.32,443.016,480.6,25.9,27.3,10.9,11.1,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,12.319,43,1506.419,1443.119
m_mFW_reg_15__160_/QN,m_mZ_reg_9__124_/D,54.072,1132.56,815.904,737.28,761.832,-395.28,28.4,30.4,11.8,11.6,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,24.219,31.7,1505.019,1461.419
m_mFW_reg_14__132_/QN,m_mZ_reg_5__103_/D,418.248,1431.72,844.2,709.2,425.952,-722.52,29.2,31.4,10.2,10.6,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,17.819,32,1504.119,1429.219
m_mFW_reg_12__465_/QN,m_mZ_reg_6__103_/D,445.896,1113.12,831.024,825.84,385.128,-287.28,28.5,30.6,10.1,10.4,0.429,0.381,0.429,0.383,28.8,26.8,29.3,31.8,69.019,31.219,37.8,1500.219,1441.819
m_mFW_reg_17__331_/QN,m_mZ_reg_5__124_/D,317.376,1113.12,821.52,691.92,504.144,-421.2,28.5,30.8,11.9,11.5,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,19.819,16.3,1496.819,1453.719
m_mFW_reg_16__143_/QN,m_mZ_reg_4__122_/D,75.672,1134.72,805.752,671.4,730.08,-463.32,29.2,31.5,12,11.6,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,36.019,23.3,1499.319,1473.419
m_mFW_reg_14__132_/QN,m_mZ_reg_17__103_/D,418.248,1431.72,740.304,615.24,322.056,-816.48,35.6,37.2,11.1,11,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,43.519,6.3,1504.319,1457.219
m_mFW_reg_1__132_/QN,m_mZ_reg_7__16_/D,417.384,660.6,838.152,819.36,420.768,158.76,26.4,27.7,11.6,11.7,0.429,0.381,0.429,0.383,26.3,24.2,26.2,28.7,47.419,31.719,15.7,1541.518,1462.019
m_mFW_reg_13__351_/QN,m_mZ_reg_16__104_/D,483.696,1132.56,755.424,615.24,271.728,-517.32,35.7,37.2,9.8,10.2,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,42.719,23.1,1499.319,1470.819
m_mFW_reg_16__143_/QN,m_mZ_reg_1__122_/D,75.672,1134.72,800.784,667.08,725.112,-467.64,30.6,32.7,12.2,12.1,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,35.619,23.7,1538.1,1471.619
m_mFW_reg_16__143_/QN,m_mZ_reg_4__126_/D,75.672,1134.72,831.024,660.6,755.352,-474.12,30.6,32.6,10.7,11.1,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,45.019,14.3,1526.3,1467.919
m_mFW_reg_0__270_/QN,m_mZ_reg_12__16_/D,395.568,324.72,845.496,799.92,449.928,475.2,25,26.5,10.4,10.6,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,13.019,42.3,1551.4,1442.319
m_mFW_reg_14__132_/QN,m_mZ_reg_11__103_/D,418.248,1431.72,838.584,765.36,420.336,-666.36,35.9,38.9,10.3,10.7,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,15.119,34.7,1503.119,1421.619
m_mFW_reg_2__327_/QN,m_mZ_reg_14__16_/D,521.496,304.2,845.064,783.72,323.568,479.52,37.1,40,10.8,11.2,0.429,0.381,0.429,0.383,39.9,37.9,43.2,46,52.219,14.219,38,1499.219,1419.819
m_mFW_reg_4__330_/QN,m_mZ_reg_13__36_/D,302.472,306.36,820.656,772.92,518.184,466.56,31.6,34.7,11.2,11.4,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,34.119,15,1531.319,1467.119
m_mFW_reg_4__330_/QN,m_mZ_reg_10__38_/D,302.472,306.36,837.936,716.76,535.464,410.4,27.5,29.6,9.5,9.9,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,17.919,31.2,1501.919,1435.519
m_mFW_reg_8__380_/QN,m_mZ_reg_17__58_/D,287.136,792.36,754.776,633.6,467.64,-158.76,44,40.1,11.7,11.4,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,42.519,18,1537.719,1475.419
m_mFW_reg_8__352_/QN,m_mZ_reg_2__59_/D,365.544,739.44,814.824,644.4,449.28,-95.04,37.4,33.5,10.7,10.5,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,34.219,30,1543.719,1443.519
m_mFW_reg_5__180_/QN,m_mZ_reg_8__36_/D,120.816,353.88,815.904,825.84,695.088,471.96,29.4,32.3,13.1,12.2,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,27.719,21.8,1501.318,1450.819
m_mFW_reg_1__391_/QN,m_mZ_reg_7__15_/D,431.64,308.52,823.464,826.92,391.824,518.4,30.8,33.5,12.1,12.1,0.429,0.381,0.429,0.383,24.8,22.7,24.3,26.9,47.019,27.219,19.8,1529.1,1447.719
m_mFW_reg_16__143_/QN,m_mZ_reg_13__122_/D,75.672,1134.72,805.968,782.64,730.296,-352.08,32.9,35.9,13.3,12.8,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,31.219,28.1,1519.519,1466.019
m_mFW_reg_8__380_/QN,m_mZ_reg_17__60_/D,287.136,792.36,760.608,632.52,473.472,-159.84,43.6,40.2,11.9,11.6,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,39.019,21.5,1544.1,1458.319
m_mFW_reg_15__160_/QN,m_mZ_reg_15__122_/D,54.072,1132.56,737.928,656.28,683.856,-476.28,31.2,34.4,12.7,12.1,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,30.119,25.8,1515.5,1464.519
m_mFW_reg_16__165_/QN,m_mZ_reg_4__125_/D,47.808,1109.88,830.16,659.52,782.352,-450.36,29.3,31.5,9.9,10.4,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,44.519,13.7,1496.819,1465.519
m_mFW_reg_15__160_/QN,m_mZ_reg_9__122_/D,54.072,1132.56,805.968,741.6,751.896,-390.96,28.9,30.9,11.9,11.7,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,24.219,31.7,1518.818,1455.519
m_mFW_reg_9__132_/QN,m_mZ_reg_15__82_/D,388.008,1067.76,777.672,619.56,389.664,-448.2,35.8,37.3,11,10.9,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,37.919,12.8,1502.119,1455.919
m_mFW_reg_15__160_/QN,m_mZ_reg_12__126_/D,54.072,1132.56,843.768,801,789.696,-331.56,24.1,25.7,9.4,9.6,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,12.419,43.5,1518.419,1435.619
m_mFW_reg_7__350_/QN,m_mZ_reg_10__59_/D,317.376,737.28,814.824,720,497.448,-17.28,35.5,32.3,10.4,10.2,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,21.019,40.8,1504.119,1457.919
m_mFW_reg_8__380_/QN,m_mZ_reg_5__58_/D,287.136,792.36,815.904,705.96,528.768,-86.4,35.3,31.7,9.9,9.7,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,24.219,36.3,1522.919,1450.919
m_mFW_reg_15__160_/QN,m_mZ_reg_9__126_/D,54.072,1132.56,838.368,731.88,784.296,-400.68,26.7,28.2,9.8,10.2,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,16.719,39.2,1529.519,1438.619
m_mFW_reg_13__351_/QN,m_mZ_reg_4__104_/D,483.696,1132.56,838.368,664.92,354.672,-467.64,36.4,37.3,10,10.2,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,42.719,23.1,1518.619,1473.219
m_mFW_reg_17__331_/QN,m_mZ_reg_5__126_/D,317.376,1113.12,843.336,693,525.96,-420.12,30.9,32.9,10.9,11.3,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,18.819,17.3,1514.6,1459.119
m_mFW_reg_15__160_/QN,m_mZ_reg_9__125_/D,54.072,1132.56,829.728,735.12,775.656,-397.44,27.3,29.4,10.1,10.3,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,17.519,38.4,1510.6,1443.219
m_mFW_reg_4__330_/QN,m_mZ_reg_7__37_/D,302.472,306.36,829.296,824.76,526.824,518.4,29.2,31.3,11.9,11.9,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,31.219,17.9,1528.319,1453.319
m_mFW_reg_15__125_/QN,m_mZ_reg_3__124_/D,115.2,1101.24,813.744,682.2,698.544,-419.04,39.8,40.2,13.9,13.8,0.429,0.381,0.429,0.383,60.1,58,69.9,72.7,55.219,33.319,21.9,1521.318,1448.219
m_mFW_reg_6__854_/QN,m_mZ_reg_15__59_/D,52.992,1034.28,762.984,656.28,709.992,-378,42.9,39.2,11.8,11.6,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,32.919,31.1,1530.919,1455.019
m_mFW_reg_0__270_/QN,m_mZ_reg_9__15_/D,395.568,324.72,835.776,734.04,440.208,409.32,26.9,28.3,9.7,10.2,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,16.919,38.4,1496.119,1438.019
count_val_reg_6_/QN,m_mZ_reg_16__121_/D,740.952,573.12,729.936,663.84,-11.016,90.72,29.6,31.9,12,11.8,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,31.319,21.6,1496.419,1514.619
m_mFW_reg_3__680_/QN,m_mZ_reg_9__38_/D,153.216,644.4,843.336,730.8,690.12,86.4,25.7,27.3,9.4,9.7,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,15.619,36.2,1541.9,1439.119
m_mFW_reg_7__350_/QN,m_mZ_reg_10__60_/D,317.376,737.28,821.52,716.76,504.144,-20.52,34,31,9.9,9.8,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,18.819,43,1495.119,1435.019
m_mFW_reg_9__132_/QN,m_mZ_reg_12__82_/D,388.008,1067.76,843.336,802.08,455.328,-265.68,24.4,26,10.1,10.3,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,12.419,38.3,1515.7,1426.319
m_mFW_reg_1__391_/QN,m_mZ_reg_13__15_/D,431.64,308.52,837.288,767.52,405.648,459,35.4,38.5,10.3,10.5,0.429,0.381,0.429,0.383,24.8,22.7,24.3,26.9,47.019,15.119,31.9,1529.419,1424.219
m_mFW_reg_13__351_/QN,m_mZ_reg_1__104_/D,483.696,1132.56,813.528,619.56,329.832,-513,30.9,34.1,10.6,11,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,43.319,22.5,1514.3,1472.819
m_mFW_reg_17__331_/QN,m_mZ_reg_11__126_/D,317.376,1113.12,845.712,745.92,528.336,-367.2,27.6,28.9,10.4,10.7,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,18.919,17.2,1500.719,1457.619
m_mFW_reg_16__143_/QN,m_mZ_reg_7__122_/D,75.672,1134.72,800.136,846.36,724.464,-288.36,30.6,33.4,12.2,11.8,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,24.319,35,1538.719,1454.519
m_mFW_reg_13__351_/QN,m_mZ_reg_10__103_/D,483.696,1132.56,829.944,721.08,346.248,-411.48,27.1,29.3,9.7,9.9,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,18.719,47.1,1519.5,1441.919
m_mFW_reg_6__854_/QN,m_mZ_reg_0__60_/D,52.992,1034.28,823.464,655.2,770.472,-379.08,36.4,32.6,10.3,10.1,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,45.619,18.4,1518.219,1463.619
count_val_reg_6_/QN,m_mZ_reg_1__121_/D,740.952,573.12,785.664,672.48,44.712,99.36,28.8,30.4,12.3,12.2,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,33.119,19.8,1512.719,1514.219
m_mFW_reg_10__270_/QN,m_mZ_reg_10__82_/D,418.248,771.84,838.584,714.6,420.336,-57.24,28.1,30.4,9.5,9.7,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,17.819,14.2,1511.919,1434.819
m_mFW_reg_17__331_/QN,m_mZ_reg_17__126_/D,317.376,1113.12,753.264,620.64,435.888,-492.48,35.2,36.8,10.8,10.8,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,42.019,-5.9,1515.419,1486.419
m_mFW_reg_0__270_/QN,m_mZ_reg_6__15_/D,395.568,324.72,831.024,820.44,435.456,495.72,28,30.2,10.4,10.5,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,31.519,23.8,1522.319,1449.719
m_mFW_reg_2__270_/QN,m_mZ_reg_14__15_/D,400.968,325.8,843.336,785.88,442.368,460.08,27.3,28.4,11.2,11.6,0.429,0.381,0.429,0.383,25.1,23,24.6,27.2,55.119,14.319,40.8,1551,1439.019
m_mFW_reg_2__270_/QN,m_mZ_reg_8__15_/D,400.968,325.8,831.024,823.68,430.056,497.88,29,31.9,10.7,10.6,0.429,0.381,0.429,0.383,25.1,23,24.6,27.2,55.119,31.319,23.8,1514.219,1459.319
m_mFW_reg_15__160_/QN,m_mZ_reg_0__122_/D,54.072,1132.56,805.752,662.76,751.68,-469.8,30.1,32.4,12.8,12.4,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,36.119,19.8,1529.319,1463.219
m_mFW_reg_5__180_/QN,m_mZ_reg_5__38_/D,120.816,353.88,845.064,688.68,724.248,334.8,29.9,32,10.2,10.6,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,42.719,6.8,1509.6,1448.719
m_mFW_reg_11__270_/QN,m_mZ_reg_11__81_/D,408.96,770.76,838.584,755.64,429.624,-15.12,27.2,28.6,10.3,10.6,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,15.119,17.3,1539.2,1451.119
m_mFW_reg_8__380_/QN,m_mZ_reg_5__57_/D,287.136,792.36,800.784,701.64,513.648,-90.72,38.2,34.3,11.3,10.8,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,24.919,35.6,1506.219,1443.619
m_mFW_reg_14__132_/QN,m_mZ_reg_14__103_/D,418.248,1431.72,838.152,793.44,419.904,-638.28,24.7,26.3,9.6,9.9,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,12.819,37,1521.119,1415.219
m_mFW_reg_15__160_/QN,m_mZ_reg_15__126_/D,54.072,1132.56,777.888,615.24,723.816,-517.32,36.9,38.3,10.9,11.2,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,37.919,18,1513.6,1454.719
m_mFW_reg_14__132_/QN,m_mZ_reg_5__104_/D,418.248,1431.72,843.768,694.08,425.52,-737.64,28.4,30.7,9.5,9.8,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,18.719,31.1,1493.119,1412.519
m_mFW_reg_5__180_/QN,m_mZ_reg_8__35_/D,120.816,353.88,808.128,838.8,687.312,484.92,30.9,33.6,13.6,12.8,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,25.119,24.4,1523.8,1436.619
m_mFW_reg_8__352_/QN,m_mZ_reg_17__59_/D,365.544,739.44,755.208,632.52,389.664,-106.92,44.3,40.4,11.7,11.4,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,42.519,21.7,1501.219,1442.619
m_mFW_reg_17__331_/QN,m_mZ_reg_14__126_/D,317.376,1113.12,846.144,797.76,528.768,-315.36,24.3,25.9,9.7,10.1,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,13.419,22.7,1511.4,1448.819
m_mFW_reg_11__270_/QN,m_mZ_reg_5__81_/D,408.96,770.76,831.024,696.24,422.064,-74.52,31.8,33.7,11.5,11.9,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,18.819,13.6,1537.9,1453.019
m_mFW_reg_6__854_/QN,m_mZ_reg_3__59_/D,52.992,1034.28,820.656,686.52,767.664,-347.76,34.8,31.4,9.7,9.6,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,33.419,30.6,1514.119,1451.519
m_mFW_reg_7__350_/QN,m_mZ_reg_16__59_/D,317.376,737.28,769.248,644.4,451.872,-92.88,43.7,39.9,11.8,11.6,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.119,27.7,1522,1464.519
m_mFW_reg_12__465_/QN,m_mZ_reg_6__104_/D,445.896,1113.12,838.152,824.76,392.256,-288.36,23.9,25.6,9,9.4,0.429,0.381,0.429,0.383,28.8,26.8,29.3,31.8,69.019,31.219,37.8,1496.819,1440.919
m_mFW_reg_15__160_/QN,m_mZ_reg_3__122_/D,54.072,1132.56,805.536,687.6,751.464,-444.96,29.3,31.6,11.7,11.5,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,33.819,22.1,1520,1458.819
m_mFW_reg_4__330_/QN,m_mZ_reg_10__37_/D,302.472,306.36,831.024,716.76,528.552,410.4,27.6,29.7,9.6,10,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,18.519,30.6,1537.3,1430.419
m_mFW_reg_7__350_/QN,m_mZ_reg_4__59_/D,317.376,737.28,815.904,671.4,498.528,-65.88,37.6,33.3,11.2,10.9,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,31.819,30,1518.1,1462.119
m_mFW_reg_9__132_/QN,m_mZ_reg_3__81_/D,388.008,1067.76,828.864,681.12,440.856,-386.64,36.2,37.1,9.3,9.5,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,42.119,8.6,1538.6,1452.719
m_mFW_reg_2__327_/QN,m_mZ_reg_11__16_/D,521.496,304.2,843.768,750.24,322.272,446.04,26.7,28.1,9.8,10.1,0.429,0.381,0.429,0.383,39.9,37.9,43.2,46,52.219,18.819,33.4,1524.219,1418.119
m_mFW_reg_8__380_/QN,m_mZ_reg_2__60_/D,287.136,792.36,823.248,648.72,536.112,-143.64,37.5,33.5,10.9,10.7,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,45.819,14.7,1537.9,1455.219
m_mFW_reg_10__270_/QN,m_mZ_reg_16__81_/D,418.248,771.84,767.736,627.12,349.488,-144.72,36.8,38.2,10.9,11.1,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,38.719,-6.7,1506.018,1454.619
count_val_reg_6_/QN,m_mZ_reg_4__121_/D,740.952,573.12,791.496,678.96,50.544,105.84,26.8,28.7,11.6,11.3,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,38.119,14.8,1518.4,1514.919
m_mFW_reg_11__270_/QN,m_mZ_reg_14__81_/D,408.96,770.76,836.208,788.04,427.248,17.28,34.7,37.8,10,10.2,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,12.619,19.8,1496.719,1441.519
m_mFW_reg_10__270_/QN,m_mZ_reg_16__82_/D,418.248,771.84,761.904,617.4,343.656,-154.44,35,36.6,10.6,10.6,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,41.519,-9.5,1511.7,1455.319
m_mFW_reg_15__160_/QN,m_mZ_reg_15__125_/D,54.072,1132.56,770.544,623.88,716.472,-508.68,34,35.7,9.6,9.6,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,37.719,18.2,1512.819,1456.719
m_mFW_reg_11__270_/QN,m_mZ_reg_17__82_/D,408.96,770.76,754.128,623.88,345.168,-146.88,35.2,36.8,10.7,10.7,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,42.019,-9.6,1544.3,1486.419
m_mFW_reg_7__350_/QN,m_mZ_reg_1__59_/D,317.376,737.28,813.096,645.48,495.72,-91.8,36.1,32.4,10.2,10,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.219,27.6,1534,1462.819
m_mFW_reg_8__380_/QN,m_mZ_reg_11__57_/D,287.136,792.36,800.784,750.24,513.648,-42.12,37.9,33.4,11,10.6,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,25.919,34.6,1513.219,1440.919
m_mFW_reg_15__160_/QN,m_mZ_reg_12__122_/D,54.072,1132.56,805.536,808.56,751.464,-324,27.7,29.7,11.8,11.5,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,25.419,30.5,1542.2,1447.919
m_mFW_reg_14__132_/QN,m_mZ_reg_17__104_/D,418.248,1431.72,753.048,614.16,334.8,-817.56,35.5,37.1,10.8,10.9,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,42.619,7.2,1536.7,1433.319
m_mFW_reg_2__270_/QN,m_mZ_reg_11__15_/D,400.968,325.8,837.936,750.24,436.968,424.44,26.4,27.9,9.7,9.9,0.429,0.381,0.429,0.383,25.1,23,24.6,27.2,55.119,18.819,36.3,1512.219,1438.019
count_val_reg_6_/QN,m_mZ_reg_13__121_/D,740.952,573.12,790.848,778.32,49.896,205.2,30.3,32.9,11.8,11.5,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,31.119,21.8,1553.1,1505.019
m_mFW_reg_14__132_/QN,m_mZ_reg_14__104_/D,418.248,1431.72,843.552,784.8,425.304,-646.92,33.6,36.8,9.1,9.4,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,14.119,35.7,1504.019,1399.319
m_mFW_reg_16__165_/QN,m_mZ_reg_7__125_/D,47.808,1109.88,823.464,839.88,775.656,-270,31,33.7,10,10.5,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,23.619,34.6,1535.7,1430.119
m_mFW_reg_11__270_/QN,m_mZ_reg_17__81_/D,408.96,770.76,760.176,629.28,351.216,-141.48,35.3,36.9,10.5,10.6,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,38.919,-6.5,1522.119,1469.819
m_mFW_reg_5__180_/QN,m_mZ_reg_2__38_/D,120.816,353.88,830.808,631.44,709.992,277.56,31.8,34.8,9.7,10.2,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,39.719,9.8,1511.3,1439.019
m_mFW_reg_15__125_/QN,m_mZ_reg_6__124_/D,115.2,1101.24,815.904,828,700.704,-273.24,30.2,32.1,13,12.7,0.429,0.381,0.429,0.383,60.1,58,69.9,72.7,55.219,27.919,27.3,1493.919,1434.019
